Document,Primary Introducer,Status,Description,Document ID
LR176,Mello,,Interim study to examine the feasibility of creating a fund that would be used to help organizations market large-scale events in Nebraska,9076
LR177,Christensen,,Interim study to examine issues relating to the current mechanism utilized by the Public Service Commission to allocate money deposited in the Enhanced Wireless 911 Fund to wireless carriers,9072
LR178,Nordquist,,Interim study to examine the need-based financial aid program that was created by the Legislature relating to higher education,9034
LR179,Howard,,Interim study to examine the requirements and conditions of the state's contract with Magellan Behavioral Health Services ,9032
LR180,Adams,,Interim study to examine the role of educational service units within learning communities,9067
LR181,McCoy,,Interim study to examine the feasibility and benefits of restructuring the natural resources districts,9045
LR182,Dubas,,Interim study to examine issues relating to recruiting and retaining volunteer firefighters and volunteer emergency medical care providers,9046
LR183,Coash,,Interim study to examine creating a specialized magistrate for the state's largest courts,9059
LR184,Coash,,Interim study to examine the process by which the Division of Children and Family Services of the Dept. of Health and Human Services places Nebraska citizens on the central register of child protection cases,9060
LR185,Lathrop,,Interim study to examine the impact of employer misclassification of employees in Nebraska,8862
LR186,Lathrop,,Interim study to examine workers' compensation insurance premiums,9040
LR187,Lathrop,,Interim study to examine issues relating to LB560 which would have amended laws regarding the towing of motor vehicles,8951
LR188,Lathrop,,Interim study to review the practice of using credit information for insurance purposes,8953
LR189,Lathrop,,Interim study to examine Nebraska's court-appointed special advocate programs,8976
LR190,Lathrop,,Interim study to review the current practice of issuing handicapped parking permits,8952
LR191,Christensen,,Interim study to examine Nebraska's laws regarding a persons' right in their home to defend another person's life by reasonable force and to review the Castle Doctrine laws,9088
LR192,Christensen,,"Interim study to examine allowing individuals who are fourteen and fifteen years of age, the authority to travel to and from work, under similar laws and regulations to school permits",9089
LR193,Haar,,Interim study to examine the impact of LB436 which established a statewide net metering policy,9084
LR194,Haar,,Interim study to examine unintended pregnancies and sexually transmitted diseases,9085
LR195,Haar,,Interim study to examine energy efficiency,9086
LR196,General Affairs Committee,,Interim study to determine whether the Nebraska Liquor Control Act should be updated with respect to retail licenses,9028
LR197,General Affairs Committee,,Interim study to review matters under the jurisdiction of the General Affairs Committee,9026
LR198,Nordquist,,Interim study to examine 529 college savings plans including their performance and administration,8941
LR199,General Affairs Committee,,"Interim study to examine the situation in Whiteclay, Nebraska, regarding the sale of alcohol and its secondary effects",9058
LR200,Rogert,,Interim study to determine if Thurston County is entitled to automatic state aid payments and a reimbursement for law enforcement on the reservations ,9118
LR201,Rogert,,"Interim study to examine LB381, which would have created the Community Improvement District Act and the Transportation Development District Act",9080
LR202,Friend,,Interim study to investigate the full range of powers granted to municipalities which involve jurisdiction over residents in areas outside of municipal boundaries,9078
LR203,Friend,,Interim study to examine the cost-effectiveness of upgrading the Nebraska Energy Code for new commercial construction,9004
LR204,Urban Affairs Committee,,Interim study to review matters under the jurisdiction of the Urban Affairs Committee,9079
LR205,Friend,,Interim study to review the status of current state law regarding the various building and construction codes currently in use by cities and villages,9077
LR206,Adams,,Interim study to examine issues relating to learning communities,9112
LR207,Nantkes,,Interim study to examine the statutory means by which a city of the primary class would establish a separate transit authority,9110
LR208,Nantkes,,Interim study to focus on innovative and creative solutions to supplement traditional economic development tools,9109
LR209,Nantkes,,Interim study to examine the implications of requiring communities to partner with the state in the delivery of health and human services previously provided by state employees,9107
LR210,Revenue Committee,,Interim study to determine whether lodging taxes should apply to home rentals,9048
LR211,Revenue Committee,,Interim study to determine whether sales tax collected on heating fuels should be changed to an excise tax,9049
LR212,Revenue Committee,,Interim study to examine the valuation of agricultural land for tax purposes in Nebraska and in surrounding states,9022
LR213,Revenue Committee,,Interim study to determine whether current business tax incentive programs should be changed when jobs were part of a bankrupt entity,9051
LR214,Revenue Committee,,Interim study to examine local government levy limits and property tax proposals that have been implemented since 1995,9023
LR215,Revenue Committee,,Interim study to examine the current processes and procedures in statute applicable to county boards of equalization,9050
LR216,Friend,,Interim study to identify the range of occupations taxes which are currently levied by cities and villages in Nebraska,9081
LR217,Mello,,Interim study to examine ways to encourage entrepreneurship and private funding programs in Nebraska,9116
LR218,Pirsch,,Interim study to determine ways the State of Nebraska can promote and increase the export of Nebraska's agricultural products,9122
LR219,Pirsch,,Interim study to determine ways the state can play a role in reducing truancies among Nebraska's K-12 students,9121
LR220,Pirsch,,Interim study to review recent trends and developments in the regulation of the business of insurance,9114
LR221,Pirsch,,Interim study to determine ways the State of Nebraska could promote energy conservation in commercial buildings and residential properties,9115
LR222,Langemeier,,Interim study to examine granting the Department of Environmental Quality the statutory authority to file and collect environmental liens on property,9120
LR223,Council,,Urge the members of Nebraska's congressional delegation to pass immigration reform legislation,8572
LR224,Mello,,Create the Budget Reform Task Force,8887
LR225,Christensen,,Interim study to examine the actions other states and organizations have taken to strengthen marriage and reduce divorce through policy change and marriage education ,9117
LR226,Howard,,Interim study to examine medical malpractice liability,9130
LR227,Nordquist,,Interim study to conduct research and make recommendations relating to peer support for mental health consumers,9129
LR228,Dierks,,Interim study to examine organic foods,9124
LR229,Dierks,,Interim study to examine the impact of federal and state bans on the slaughter of horses and options available for the disposal of horses,9125
LR230,Dierks,,Interim study to examine matchup or lineup video gaming devices that award monetary prizes,9056
LR231,Pirsch,,Interim study to examine ways the state could promote job creation in the more economically disadvantaged rural communities in Nebraska,9139
LR232,Pirsch,,Interim study to examine the occupation taxes imposed on wireless telecommunication services,9131
LR233,Coash,,Interim study to examine judicial resources and the allocation of judicial resources,9136
LR234,Coash,,Interim study to review current statutes and regulations related to community-based developmental disability service providers ,9140
LR235,Christensen,,Interim study to examine water issues,9137
LR236,Christensen,,Interim study to examine in vitro fertilization,9135
LR237,Pirsch,,Interim study to evaluate the period of time juveniles are involved in the Nebraska juvenile court system,9134
LR238,Nordquist,,Interim study to examine the proliferation of retail liquor licenses,9133
LR239,Pirsch,,Interim study to assess the effectiveness of existing community corrections programs,9144
LR240,Christensen,,"Interim study to examine ideas for encouraging responsible livestock development through participation and partnerships between communities, counties, organizations, and state agencies",9142
LR241,Pirsch,,Interim study to examine the valuation processes of real property,9146
LR242,Stuthman,,Congratulate the Columbus Scotus Central Catholic High School boys' soccer team for winning the 2009 Class B state championship,9175
LR243,Cornett,,Congratulate the Omaha Gross Catholic High School baseball team for winning the 2009 Class B state championship,9209
LR244,Mello,,Congratulate Social Settlement for being honored as one of the 2009 recipients of the Nonprofit Organization of the Year,9204
LR245,Lathrop,,Provide the Executive Board appoint members to fill vacancies on the Developmental Disabilities Special Investigative Committee of the Legislature,9210
LR246,Hadley,,Congratulate the Kearney High School boys' track team for winning the 2009 Class A state championship,9218
LR247,Pahls,,Congratulate James Allen Roberts for earning the rank of Eagle Scout,9217
LR248,Cook,,"Designate the week of September 6 through 12, 2009, as Information and Referral Services Week",9223
LR249,Sullivan,,Congratulate the 2009 Ord High School Envirothon team for winning the Nebraska Envirothon state championship ,9232
LR250,Sullivan,,Congratulate the Burwell High School boys' track team for winning the 2009 Class C state track and field championship,9233
LR251,Stuthman,,Congratulate the Columbus Scotus Central Catholic High School girls' track team for winning the 2009 Class B state championship,9225
LR252,Stuthman,,Congratulate the Lindsay Holy Family High School girls' track team for winning the 2009 Class D state championship,9226
LR253,Pirsch,,Recognize Dennis Pavlik for his efforts in establishing a monument for American prisoners of war and for his service to the United States of America,8793
LR254,Giese,,Congratulate the Laurel-Concord High School girls' track team for winning the 2009 Class C state championship,9227
LR255,Cook,,"Designate July 29, 2009, through August 3, 2009, as ""Omaha Days"" in Nebraska",9224
LR256,Mello,,"Designate July 25, 2009, as Farmer Appreciation Day in Nebraska",9240
LR257,Price,,"Support collection of private donations to design, construct, and install a fountain in each of the four courtyards of the Capitol",9151
LR258,Ashford,,Congratulate the Omaha Westside High School baseball team for winning the 2009 Class A state championship,9244
LR259,Fischer,,Extend sympathy and condolences to the family of Carrie Ann Stacy Howard,8646
LR260,White,,Congratulate the Omaha Marian High School girls' tennis team for winning the 2009 Class A state championship,9248
LR261,Price,,Extend appreciation to the 101st Airborne Division and to those Nebraskans who have served in the 101st Airborne Division,9252
LR262,Education Committee,,Interim study to examine issues relating to postsecondary education,9253
LR263,Revenue Committee,,Interim study to examine issues under the jurisdiction of the Revenue Committee,9254
LR264,Pahls,,Recognize the efforts of Bill and Evonne Williams in spearheading the Heartland Honor Flights,9255
LR265,Coash,,Extend sympathy to the family of Steven O'Brien,9251
LR266,Cook,,Congratulate Dr. Jerry Fischer for receiving the 2009 Adult Health Volunteer of the Year award and for his service to the State of Nebraska ,9257
LR267,Cook,,Congratulate Connie Rose for being recognized as Volunteer of the Year and for her service to the State of Nebraska,9256
LR268,Pahls,,Congratulate Andy Sajevic for winning the Class A boys' golf state championship,9262
LR269,Nordquist,,Congratulate the Fremont Archbishop Bergan High School boys' golf team for winning the Class D state championship,9258
